iteration,steps,episode,policy,value,reward
56,1120,0,-100000000.0,0.0,0.0,0.0
57,1140,0,-100000000.0,0.0,0.0,0.0
58,1160,0,-100000000.0,0.0,0.0,0.0
59,1180,0,-100000000.0,0.0,0.0,0.0
60,1200,0,-100000000.0,0.0,0.0,0.0
61,1220,0,-100000000.0,0.0,0.0,0.0
62,1240,0,-100000000.0,0.0,0.0,0.0
63,1260,0,-100000000.0,0.0,0.0,0.0
64,1280,0,-100000000.0,0.0,0.0,0.0
65,1300,0,-100000000.0,0.0,0.0,0.0
66,1320,0,-100000000.0,0.0,0.0,0.0
67,1340,0,-100000000.0,0.0,0.0,0.0
68,1360,0,-100000000.0,0.0,0.0,0.0
69,1380,0,-100000000.0,0.0,0.0,0.0
70,1400,0,-100000000.0,0.0,0.0,0.0
71,1420,0,-100000000.0,0.0,0.0,0.0
72,1440,0,-100000000.0,0.0,0.0,0.0
73,1460,0,-100000000.0,0.0,0.0,0.0
74,1480,0,-100000000.0,0.0,0.0,0.0
75,1500,0,-100000000.0,0.0,0.0,0.0
76,1520,0,-100000000.0,0.0,0.0,0.0
77,1540,0,-100000000.0,0.0,0.0,0.0
78,1560,0,-100000000.0,0.0,0.0,0.0
79,1580,0,-100000000.0,0.0,0.0,0.0
80,1600,0,-100000000.0,0.0,0.0,0.0
81,1620,0,-100000000.0,0.0,0.0,0.0
82,1640,0,-100000000.0,0.0,0.0,0.0
83,1660,0,-100000000.0,0.0,0.0,0.0
84,1680,0,-100000000.0,0.0,0.0,0.0
85,1700,0,-100000000.0,0.0,0.0,0.0
86,1720,0,-100000000.0,0.0,0.0,0.0
87,1740,0,-100000000.0,0.0,0.0,0.0
88,1760,0,-100000000.0,0.0,0.0,0.0
89,1780,0,-100000000.0,0.0,0.0,0.0
90,1800,0,-100000000.0,0.0,0.0,0.0
91,1820,0,-100000000.0,0.0,0.0,0.0
92,1840,0,-100000000.0,0.0,0.0,0.0
93,1860,0,-100000000.0,0.0,0.0,0.0
94,1880,0,-100000000.0,0.0,0.0,0.0
95,1900,0,-100000000.0,0.0,0.0,0.0
96,1920,0,-100000000.0,0.0,0.0,0.0
97,1940,0,-100000000.0,0.0,0.0,0.0
98,1960,0,-100000000.0,0.0,0.0,0.0
99,1980,0,-100000000.0,0.0,0.0,0.0
100,2000,0,-100000000.0,0.0,0.0,0.0
101,2020,0,-100000000.0,0.0,0.0,0.0
102,2040,0,-100000000.0,0.0,0.0,0.0
103,2060,0,-100000000.0,0.0,0.0,0.0
104,2080,0,-100000000.0,0.0,0.0,0.0
105,2100,0,-100000000.0,0.0,0.0,0.0
106,2120,0,-100000000.0,0.0,0.0,0.0
107,2140,0,-100000000.0,0.0,0.0,0.0
108,2160,0,-100000000.0,0.0,0.0,0.0
109,2180,0,-100000000.0,0.0,0.0,0.0
110,2200,0,-100000000.0,0.0,0.0,0.0
111,2220,0,-100000000.0,0.0,0.0,0.0
112,2240,0,-100000000.0,0.0,0.0,0.0
113,2260,0,-100000000.0,0.0,0.0,0.0
114,2280,0,-100000000.0,0.0,0.0,0.0
115,2300,0,-100000000.0,0.0,0.0,0.0
116,2320,0,-100000000.0,0.0,0.0,0.0
117,2340,0,-100000000.0,0.0,0.0,0.0
118,2360,0,-100000000.0,0.0,0.0,0.0
119,2380,0,-100000000.0,0.0,0.0,0.0
120,2400,0,-100000000.0,0.0,0.0,0.0
121,2420,0,-100000000.0,0.0,0.0,0.0
122,2440,0,-100000000.0,0.0,0.0,0.0
123,2460,0,-100000000.0,0.0,0.0,0.0
124,2480,0,-100000000.0,0.0,0.0,0.0
125,2500,0,-100000000.0,0.0,0.0,0.0
126,2520,0,-100000000.0,0.0,0.0,0.0
127,2540,0,-100000000.0,0.0,0.0,0.0
128,2560,0,-100000000.0,0.0,0.0,0.0
129,2580,0,-100000000.0,0.0,0.0,0.0
130,2600,0,-100000000.0,0.0,0.0,0.0
131,2620,0,-100000000.0,0.0,0.0,0.0
132,2640,0,-100000000.0,0.0,0.0,0.0
133,2660,0,-100000000.0,0.0,0.0,0.0
134,2680,0,-100000000.0,0.0,0.0,0.0
135,2700,0,-100000000.0,0.0,0.0,0.0
136,2720,0,-100000000.0,0.0,0.0,0.0
137,2740,0,-100000000.0,0.0,0.0,0.0
138,2760,0,-100000000.0,0.0,0.0,0.0
139,2780,0,-100000000.0,0.0,0.0,0.0
140,2800,0,-100000000.0,0.0,0.0,0.0
141,2820,0,-100000000.0,0.0,0.0,0.0
142,2840,0,-100000000.0,0.0,0.0,0.0
143,2860,0,-100000000.0,0.0,0.0,0.0
144,2880,0,-100000000.0,0.0,0.0,0.0
145,2900,0,-100000000.0,0.0,0.0,0.0
146,2920,0,-100000000.0,0.0,0.0,0.0
147,2940,0,-100000000.0,0.0,0.0,0.0
148,2960,0,-100000000.0,0.0,0.0,0.0
149,2980,0,-100000000.0,0.0,0.0,0.0
150,3000,0,-100000000.0,0.0,0.0,0.0
151,3020,0,-100000000.0,0.0,0.0,0.0
152,3040,0,-100000000.0,0.0,0.0,0.0
153,3060,0,-100000000.0,0.0,0.0,0.0
154,3080,0,-100000000.0,0.0,0.0,0.0
155,3100,0,-100000000.0,0.0,0.0,0.0
156,3120,0,-100000000.0,0.0,0.0,0.0
157,3140,0,-100000000.0,0.0,0.0,0.0
158,3160,0,-100000000.0,0.0,0.0,0.0
159,3180,0,-100000000.0,0.0,0.0,0.0
160,3200,0,-100000000.0,0.0,0.0,0.0
161,3220,0,-100000000.0,0.0,0.0,0.0
162,3240,0,-100000000.0,0.0,0.0,0.0
163,3260,0,-100000000.0,0.0,0.0,0.0
164,3280,0,-100000000.0,0.0,0.0,0.0
165,3300,0,-100000000.0,0.0,0.0,0.0
166,3320,0,-100000000.0,0.0,0.0,0.0
167,3340,0,-100000000.0,0.0,0.0,0.0
168,3360,0,-100000000.0,0.0,0.0,0.0
169,3380,0,-100000000.0,0.0,0.0,0.0
170,3400,0,-100000000.0,0.0,0.0,0.0
171,3420,0,-100000000.0,0.0,0.0,0.0
172,3440,0,-100000000.0,0.0,0.0,0.0
173,3460,0,-100000000.0,0.0,0.0,0.0
174,3480,0,-100000000.0,0.0,0.0,0.0
175,3500,0,-100000000.0,0.0,0.0,0.0
176,3520,0,-100000000.0,0.0,0.0,0.0
177,3540,0,-100000000.0,0.0,0.0,0.0
178,3560,0,-100000000.0,0.0,0.0,0.0
179,3580,0,-100000000.0,0.0,0.0,0.0
180,3600,0,-100000000.0,0.0,0.0,0.0
181,3620,0,-100000000.0,0.0,0.0,0.0
182,3640,0,-100000000.0,0.0,0.0,0.0
183,3660,0,-100000000.0,0.0,0.0,0.0
184,3680,0,-100000000.0,0.0,0.0,0.0
185,3700,0,-100000000.0,0.0,0.0,0.0
186,3720,0,-100000000.0,0.0,0.0,0.0
187,3740,0,-100000000.0,0.0,0.0,0.0
188,3760,0,-100000000.0,0.0,0.0,0.0
189,3780,0,-100000000.0,0.0,0.0,0.0
190,3800,0,-100000000.0,0.0,0.0,0.0
191,3820,0,-100000000.0,0.0,0.0,0.0
192,3840,0,-100000000.0,0.0,0.0,0.0
193,3860,0,-100000000.0,0.0,0.0,0.0
194,3880,0,-100000000.0,0.0,0.0,0.0
195,3900,0,-100000000.0,0.0,0.0,0.0
196,3920,0,-100000000.0,0.0,0.0,0.0
197,3940,0,-100000000.0,0.0,0.0,0.0
198,3960,0,-100000000.0,0.0,0.0,0.0
199,3980,0,-100000000.0,0.0,0.0,0.0
200,4000,0,-100000000.0,0.0,0.0,0.0
201,4020,0,-100000000.0,0.0,0.0,0.0
202,4040,0,-100000000.0,0.0,0.0,0.0
203,4060,0,-100000000.0,0.0,0.0,0.0
204,4080,0,-100000000.0,0.0,0.0,0.0
205,4100,0,-100000000.0,0.0,0.0,0.0
206,4120,0,-100000000.0,0.0,0.0,0.0
207,4140,0,-100000000.0,0.0,0.0,0.0
208,4160,0,-100000000.0,0.0,0.0,0.0
209,4180,0,-100000000.0,0.0,0.0,0.0
210,4200,0,-100000000.0,0.0,0.0,0.0
211,4220,0,-100000000.0,0.0,0.0,0.0
212,4240,0,-100000000.0,0.0,0.0,0.0
213,4260,0,-100000000.0,0.0,0.0,0.0
214,4280,0,-100000000.0,0.0,0.0,0.0
215,4300,0,-100000000.0,0.0,0.0,0.0
216,4320,0,-100000000.0,0.0,0.0,0.0
217,4340,0,-100000000.0,0.0,0.0,0.0
218,4360,0,-100000000.0,0.0,0.0,0.0
219,4380,0,-100000000.0,0.0,0.0,0.0
220,4400,0,-100000000.0,0.0,0.0,0.0
221,4420,0,-100000000.0,0.0,0.0,0.0
222,4440,0,-100000000.0,0.0,0.0,0.0
223,4460,0,-100000000.0,0.0,0.0,0.0
224,4480,0,-100000000.0,0.0,0.0,0.0
225,4500,0,-100000000.0,0.0,0.0,0.0
226,4520,0,-100000000.0,0.0,0.0,0.0
227,4540,0,-100000000.0,0.0,0.0,0.0
228,4560,0,-100000000.0,0.0,0.0,0.0
229,4580,0,-100000000.0,0.0,0.0,0.0
230,4600,0,-100000000.0,0.0,0.0,0.0
231,4620,0,-100000000.0,0.0,0.0,0.0
232,4640,0,-100000000.0,0.0,0.0,0.0
233,4660,0,-100000000.0,0.0,0.0,0.0
234,4680,0,-100000000.0,0.0,0.0,0.0
235,4700,0,-100000000.0,0.0,0.0,0.0
236,4720,0,-100000000.0,0.0,0.0,0.0
237,4740,0,-100000000.0,0.0,0.0,0.0
238,4760,0,-100000000.0,0.0,0.0,0.0
239,4780,0,-100000000.0,0.0,0.0,0.0
240,4800,0,-100000000.0,0.0,0.0,0.0
241,4820,0,-100000000.0,0.0,0.0,0.0
242,4840,0,-100000000.0,0.0,0.0,0.0
243,4860,0,-100000000.0,0.0,0.0,0.0
244,4880,0,-100000000.0,0.0,0.0,0.0
245,4900,0,-100000000.0,0.0,0.0,0.0
246,4920,0,-100000000.0,0.0,0.0,0.0
247,4940,0,-100000000.0,0.0,0.0,0.0
248,4960,0,-100000000.0,0.0,0.0,0.0
249,4980,0,-100000000.0,0.0,0.0,0.0
250,5000,0,-100000000.0,0.0,0.0,0.0
251,5020,0,-100000000.0,0.0,0.0,0.0
252,5040,0,-100000000.0,0.0,0.0,0.0
253,5060,0,-100000000.0,0.0,0.0,0.0
254,5080,0,-100000000.0,0.0,0.0,0.0
255,5100,0,-100000000.0,0.0,0.0,0.0
256,5120,0,-100000000.0,0.0,0.0,0.0
257,5140,0,-100000000.0,0.0,0.0,0.0
258,5160,0,-100000000.0,0.0,0.0,0.0
259,5180,0,-100000000.0,0.0,0.0,0.0
260,5200,0,-100000000.0,0.0,0.0,0.0
261,5220,0,-100000000.0,0.0,0.0,0.0
262,5240,0,-100000000.0,0.0,0.0,0.0
263,5260,0,-100000000.0,0.0,0.0,0.0
264,5280,0,-100000000.0,0.0,0.0,0.0
265,5300,0,-100000000.0,0.0,0.0,0.0
266,5320,0,-100000000.0,0.0,0.0,0.0
267,5340,0,-100000000.0,0.0,0.0,0.0
268,5360,0,-100000000.0,0.0,0.0,0.0
269,5380,0,-100000000.0,0.0,0.0,0.0
270,5400,0,-100000000.0,0.0,0.0,0.0
271,5420,0,-100000000.0,0.0,0.0,0.0
272,5440,0,-100000000.0,0.0,0.0,0.0
273,5460,0,-100000000.0,0.0,0.0,0.0
274,5480,0,-100000000.0,0.0,0.0,0.0
275,5500,0,-100000000.0,0.0,0.0,0.0
276,5520,0,-100000000.0,0.0,0.0,0.0
277,5540,0,-100000000.0,0.0,0.0,0.0
278,5560,0,-100000000.0,0.0,0.0,0.0
279,5580,0,-100000000.0,0.0,0.0,0.0
280,5600,0,-100000000.0,0.0,0.0,0.0
281,5620,0,-100000000.0,0.0,0.0,0.0
282,5640,0,-100000000.0,0.0,0.0,0.0
283,5660,0,-100000000.0,0.0,0.0,0.0
284,5680,0,-100000000.0,0.0,0.0,0.0
285,5700,0,-100000000.0,0.0,0.0,0.0
286,5720,0,-100000000.0,0.0,0.0,0.0
287,5740,0,-100000000.0,0.0,0.0,0.0
288,5760,0,-100000000.0,0.0,0.0,0.0
289,5780,0,-100000000.0,0.0,0.0,0.0
290,5800,0,-100000000.0,0.0,0.0,0.0
291,5820,0,-100000000.0,0.0,0.0,0.0
292,5840,0,-100000000.0,0.0,0.0,0.0
293,5860,0,-100000000.0,0.0,0.0,0.0
294,5880,0,-100000000.0,0.0,0.0,0.0
295,5900,0,-100000000.0,0.0,0.0,0.0
296,5920,0,-100000000.0,0.0,0.0,0.0
297,5940,0,-100000000.0,0.0,0.0,0.0
298,5960,0,-100000000.0,0.0,0.0,0.0
299,5980,0,-100000000.0,0.0,0.0,0.0
300,6000,0,-100000000.0,0.0,0.0,0.0
301,6020,0,-100000000.0,0.0,0.0,0.0
302,6040,0,-100000000.0,0.0,0.0,0.0
303,6060,0,-100000000.0,0.0,0.0,0.0
304,6080,0,-100000000.0,0.0,0.0,0.0
305,6100,0,-100000000.0,0.0,0.0,0.0
306,6120,0,-100000000.0,0.0,0.0,0.0
307,6140,0,-100000000.0,0.0,0.0,0.0
308,6160,0,-100000000.0,0.0,0.0,0.0
309,6180,0,-100000000.0,0.0,0.0,0.0
310,6200,0,-100000000.0,0.0,0.0,0.0
311,6220,0,-100000000.0,0.0,0.0,0.0
312,6240,0,-100000000.0,0.0,0.0,0.0
313,6260,0,-100000000.0,0.0,0.0,0.0
314,6280,0,-100000000.0,0.0,0.0,0.0
315,6300,0,-100000000.0,0.0,0.0,0.0
316,6320,0,-100000000.0,0.0,0.0,0.0
317,6340,0,-100000000.0,0.0,0.0,0.0
318,6360,0,-100000000.0,0.0,0.0,0.0
319,6380,0,-100000000.0,0.0,0.0,0.0
320,6400,0,-100000000.0,0.0,0.0,0.0
321,6420,0,-100000000.0,0.0,0.0,0.0
322,6440,0,-100000000.0,0.0,0.0,0.0
323,6460,0,-100000000.0,0.0,0.0,0.0
324,6480,0,-100000000.0,0.0,0.0,0.0
325,6500,0,-100000000.0,0.0,0.0,0.0
326,6520,0,-100000000.0,0.0,0.0,0.0
327,6540,0,-100000000.0,0.0,0.0,0.0
328,6560,0,-100000000.0,0.0,0.0,0.0
329,6580,0,-100000000.0,0.0,0.0,0.0
330,6600,0,-100000000.0,0.0,0.0,0.0
331,6620,0,-100000000.0,0.0,0.0,0.0
332,6640,0,-100000000.0,0.0,0.0,0.0
333,6660,0,-100000000.0,0.0,0.0,0.0
334,6680,0,-100000000.0,0.0,0.0,0.0
335,6700,0,-100000000.0,0.0,0.0,0.0
336,6720,0,-100000000.0,0.0,0.0,0.0
337,6740,0,-100000000.0,0.0,0.0,0.0
338,6760,0,-100000000.0,0.0,0.0,0.0
339,6780,0,-100000000.0,0.0,0.0,0.0
340,6800,0,-100000000.0,0.0,0.0,0.0
341,6820,0,-100000000.0,0.0,0.0,0.0
342,6840,0,-100000000.0,0.0,0.0,0.0
343,6860,0,-100000000.0,0.0,0.0,0.0
344,6880,0,-100000000.0,0.0,0.0,0.0
345,6900,0,-100000000.0,0.0,0.0,0.0
346,6920,0,-100000000.0,0.0,0.0,0.0
347,6940,0,-100000000.0,0.0,0.0,0.0
348,6960,0,-100000000.0,0.0,0.0,0.0
349,6980,0,-100000000.0,0.0,0.0,0.0
350,7000,0,-100000000.0,0.0,0.0,0.0
351,7020,0,-100000000.0,0.0,0.0,0.0
352,7040,0,-100000000.0,0.0,0.0,0.0
353,7060,0,-100000000.0,0.0,0.0,0.0
354,7080,0,-100000000.0,0.0,0.0,0.0
355,7100,0,-100000000.0,0.0,0.0,0.0
356,7120,0,-100000000.0,0.0,0.0,0.0
357,7140,0,-100000000.0,0.0,0.0,0.0
358,7160,0,-100000000.0,0.0,0.0,0.0
359,7180,0,-100000000.0,0.0,0.0,0.0
360,7200,0,-100000000.0,0.0,0.0,0.0
361,7220,0,-100000000.0,0.0,0.0,0.0
362,7240,0,-100000000.0,0.0,0.0,0.0
363,7260,0,-100000000.0,0.0,0.0,0.0
364,7280,0,-100000000.0,0.0,0.0,0.0
365,7300,0,-100000000.0,0.0,0.0,0.0
366,7320,0,-100000000.0,0.0,0.0,0.0
367,7340,0,-100000000.0,0.0,0.0,0.0
368,7360,0,-100000000.0,0.0,0.0,0.0
369,7380,0,-100000000.0,0.0,0.0,0.0
370,7400,0,-100000000.0,0.0,0.0,0.0
371,7420,0,-100000000.0,0.0,0.0,0.0
372,7440,0,-100000000.0,0.0,0.0,0.0
373,7460,0,-100000000.0,0.0,0.0,0.0
374,7480,0,-100000000.0,0.0,0.0,0.0
375,7500,0,-100000000.0,0.0,0.0,0.0
376,7520,0,-100000000.0,0.0,0.0,0.0
377,7540,0,-100000000.0,0.0,0.0,0.0
378,7560,0,-100000000.0,0.0,0.0,0.0
379,7580,0,-100000000.0,0.0,0.0,0.0
380,7600,0,-100000000.0,0.0,0.0,0.0
381,7620,0,-100000000.0,0.0,0.0,0.0
382,7640,0,-100000000.0,0.0,0.0,0.0
383,7660,0,-100000000.0,0.0,0.0,0.0
384,7680,0,-100000000.0,0.0,0.0,0.0
385,7700,0,-100000000.0,0.0,0.0,0.0
386,7720,0,-100000000.0,0.0,0.0,0.0
387,7740,0,-100000000.0,0.0,0.0,0.0
388,7760,0,-100000000.0,0.0,0.0,0.0
389,7780,0,-100000000.0,0.0,0.0,0.0
390,7800,0,-100000000.0,0.0,0.0,0.0
391,7820,0,-100000000.0,0.0,0.0,0.0
392,7840,0,-100000000.0,0.0,0.0,0.0
393,7860,0,-100000000.0,0.0,0.0,0.0
394,7880,0,-100000000.0,0.0,0.0,0.0
395,7900,0,-100000000.0,0.0,0.0,0.0
396,7920,0,-100000000.0,0.0,0.0,0.0
397,7940,0,-100000000.0,0.0,0.0,0.0
398,7960,0,-100000000.0,0.0,0.0,0.0
399,7980,0,-100000000.0,0.0,0.0,0.0
400,8000,0,-100000000.0,0.0,0.0,0.0
401,8020,0,-100000000.0,0.0,0.0,0.0
402,8040,0,-100000000.0,0.0,0.0,0.0
403,8060,0,-100000000.0,0.0,0.0,0.0
404,8080,0,-100000000.0,0.0,0.0,0.0
405,8100,0,-100000000.0,0.0,0.0,0.0
406,8120,0,-100000000.0,0.0,0.0,0.0
407,8140,0,-100000000.0,0.0,0.0,0.0
408,8160,0,-100000000.0,0.0,0.0,0.0
409,8180,0,-100000000.0,0.0,0.0,0.0
410,8200,0,-100000000.0,0.0,0.0,0.0
411,8220,0,-100000000.0,0.0,0.0,0.0
412,8240,0,-100000000.0,0.0,0.0,0.0
413,8260,0,-100000000.0,0.0,0.0,0.0
414,8280,0,-100000000.0,0.0,0.0,0.0
415,8300,0,-100000000.0,0.0,0.0,0.0
416,8320,0,-100000000.0,0.0,0.0,0.0
417,8340,0,-100000000.0,0.0,0.0,0.0
418,8360,0,-100000000.0,0.0,0.0,0.0
419,8380,0,-100000000.0,0.0,0.0,0.0
420,8400,0,-100000000.0,0.0,0.0,0.0
421,8420,0,-100000000.0,0.0,0.0,0.0
422,8440,0,-100000000.0,0.0,0.0,0.0
423,8460,0,-100000000.0,0.0,0.0,0.0
424,8480,0,-100000000.0,0.0,0.0,0.0
425,8500,0,-100000000.0,0.0,0.0,0.0
426,8520,0,-100000000.0,0.0,0.0,0.0
427,8540,0,-100000000.0,0.0,0.0,0.0
428,8560,0,-100000000.0,0.0,0.0,0.0
429,8580,0,-100000000.0,0.0,0.0,0.0
430,8600,0,-100000000.0,0.0,0.0,0.0
431,8620,0,-100000000.0,0.0,0.0,0.0
432,8640,0,-100000000.0,0.0,0.0,0.0
433,8660,0,-100000000.0,0.0,0.0,0.0
434,8680,0,-100000000.0,0.0,0.0,0.0
435,8700,0,-100000000.0,0.0,0.0,0.0
436,8720,0,-100000000.0,0.0,0.0,0.0
437,8740,0,-100000000.0,0.0,0.0,0.0
438,8760,0,-100000000.0,0.0,0.0,0.0
439,8780,0,-100000000.0,0.0,0.0,0.0
440,8800,0,-100000000.0,0.0,0.0,0.0
441,8820,0,-100000000.0,0.0,0.0,0.0
442,8840,0,-100000000.0,0.0,0.0,0.0
443,8860,0,-100000000.0,0.0,0.0,0.0
444,8880,0,-100000000.0,0.0,0.0,0.0
445,8900,0,-100000000.0,0.0,0.0,0.0
446,8920,0,-100000000.0,0.0,0.0,0.0
447,8940,0,-100000000.0,0.0,0.0,0.0
448,8960,5,-21.0,0.0,0.0,0.0
449,8980,5,-21.0,0.0,0.0,0.0
450,9000,5,-21.0,0.0,0.0,0.0
451,9020,5,-21.0,0.0,0.0,0.0
452,9040,5,-21.0,0.0,0.0,0.0
453,9060,5,-21.0,0.0,0.0,0.0
454,9080,5,-21.0,0.0,0.0,0.0
455,9100,5,-21.0,0.0,0.0,0.0
456,9120,5,-21.0,0.0,0.0,0.0
457,9140,5,-21.0,0.0,0.0,0.0
458,9160,5,-21.0,0.0,0.0,0.0
459,9180,5,-21.0,0.0,0.0,0.0
460,9200,5,-21.0,0.0,0.0,0.0
461,9220,5,-21.0,0.0,0.0,0.0
462,9240,5,-21.0,0.0,0.0,0.0
463,9260,5,-21.0,0.0,0.0,0.0
464,9280,5,-21.0,0.0,0.0,0.0
465,9300,5,-21.0,0.0,0.0,0.0
466,9320,5,-21.0,0.0,0.0,0.0
467,9340,5,-21.0,0.0,0.0,0.0
468,9360,5,-21.0,0.0,0.0,0.0
469,9380,5,-21.0,0.0,0.0,0.0
470,9400,5,-21.0,0.0,0.0,0.0
471,9420,5,-21.0,0.0,0.0,0.0
472,9440,5,-21.0,0.0,0.0,0.0
473,9460,5,-21.0,0.0,0.0,0.0
474,9480,5,-21.0,0.0,0.0,0.0
475,9500,5,-21.0,0.0,0.0,0.0
476,9520,5,-21.0,0.0,0.0,0.0
477,9540,5,-21.0,0.0,0.0,0.0
478,9560,5,-21.0,0.0,0.0,0.0
479,9580,5,-21.0,0.0,0.0,0.0
480,9600,5,-21.0,0.0,0.0,0.0
481,9620,5,-21.0,0.0,0.0,0.0
482,9640,5,-21.0,0.0,0.0,0.0
483,9660,5,-21.0,0.0,0.0,0.0
484,9680,5,-21.0,0.0,0.0,0.0
485,9700,5,-21.0,0.0,0.0,0.0
486,9720,5,-21.0,0.0,0.0,0.0
487,9740,5,-21.0,0.0,0.0,0.0
488,9760,5,-21.0,0.0,0.0,0.0
489,9780,5,-21.0,0.0,0.0,0.0
490,9800,5,-21.0,0.0,0.0,0.0
491,9820,5,-21.0,0.0,0.0,0.0
492,9840,5,-21.0,0.0,0.0,0.0
493,9860,5,-21.0,0.0,0.0,0.0
494,9880,5,-21.0,0.0,0.0,0.0
495,9900,5,-21.0,0.0,0.0,0.0
496,9920,5,-21.0,0.0,0.0,0.0
497,9940,5,-21.0,0.0,0.0,0.0
498,9960,5,-21.0,0.0,0.0,0.0
499,9980,5,-21.0,0.0,0.0,0.0
500,10000,5,-21.0,0.0,0.0,0.0
501,10020,5,-21.0,0.0,0.0,0.0
502,10040,5,-21.0,0.0,0.0,0.0
503,10060,5,-21.0,0.0,0.0,0.0
504,10080,5,-21.0,0.0,0.0,0.0
505,10100,5,-21.0,0.0,0.0,0.0
506,10120,5,-21.0,0.0,0.0,0.0
507,10140,5,-21.0,0.0,0.0,0.0
508,10160,5,-21.0,0.0,0.0,0.0
509,10180,5,-21.0,0.0,0.0,0.0
510,10200,6,-21.0,0.0,0.0,0.0
511,10220,6,-21.0,0.0,0.0,0.0
512,10240,6,-21.0,0.0,0.0,0.0
513,10260,6,-21.0,0.0,0.0,0.0
514,10280,6,-21.0,0.0,0.0,0.0
515,10300,6,-21.0,0.0,0.0,0.0
516,10320,6,-21.0,0.0,0.0,0.0
517,10340,6,-21.0,0.0,0.0,0.0
518,10360,6,-21.0,0.0,0.0,0.0
519,10380,6,-21.0,0.0,0.0,0.0
520,10400,6,-21.0,0.0,0.0,0.0
521,10420,6,-21.0,0.0,0.0,0.0
522,10440,6,-21.0,0.0,0.0,0.0
523,10460,6,-21.0,0.0,0.0,0.0
524,10480,6,-21.0,0.0,0.0,0.0
525,10500,6,-21.0,0.0,0.0,0.0
526,10520,7,-20.857142857142858,0.0,0.0,0.0
527,10540,7,-20.857142857142858,0.0,0.0,0.0
528,10560,7,-20.857142857142858,0.0,0.0,0.0
529,10580,7,-20.857142857142858,0.0,0.0,0.0
530,10600,7,-20.857142857142858,0.0,0.0,0.0
531,10620,7,-20.857142857142858,0.0,0.0,0.0
532,10640,7,-20.857142857142858,0.0,0.0,0.0
533,10660,7,-20.857142857142858,0.0,0.0,0.0
534,10680,7,-20.857142857142858,0.0,0.0,0.0
535,10700,7,-20.857142857142858,0.0,0.0,0.0
536,10720,7,-20.857142857142858,0.0,0.0,0.0
537,10740,7,-20.857142857142858,0.0,0.0,0.0
538,10760,7,-20.857142857142858,0.0,0.0,0.0
539,10780,7,-20.857142857142858,0.0,0.0,0.0
540,10800,7,-20.857142857142858,0.0,0.0,0.0
541,10820,7,-20.857142857142858,0.0,0.0,0.0
542,10840,7,-20.857142857142858,0.0,0.0,0.0
