iteration,steps,episode,policy,value,reward
8006,160120,194,-18.92,0.008694111824035644,0.0039464132785797116,9.505852311849595e-05
8007,160140,194,-18.92,0.008561653137207031,0.0039425787925720214,0.0001058168113231659
8008,160160,194,-18.92,0.008646346092224122,0.003951361179351806,0.00010021308809518814
8009,160180,194,-18.92,0.008652149200439453,0.003984679460525512,0.00011854115128517151
8010,160200,194,-18.92,0.008530435562133789,0.003973371028900147,0.00011202204227447509
8011,160220,194,-18.92,0.008503076553344726,0.003976475000381469,0.00010826925933361054
8012,160240,194,-18.92,0.00849813461303711,0.003928715944290161,0.00012909223139286042
8013,160260,194,-18.92,0.008600871086120605,0.003979037523269654,0.00011240716278553009
8014,160280,194,-18.92,0.00848943328857422,0.003924969911575317,0.00012027917802333832
8015,160300,194,-18.92,0.008348267555236816,0.003948874235153198,0.00012757296860218048
8016,160320,194,-18.92,0.008516607284545898,0.003987474918365479,0.00010199552774429321
8017,160340,194,-18.92,0.008499003410339356,0.003943434238433838,0.00013159024715423583
8018,160360,194,-18.92,0.008469305038452148,0.003976748943328857,0.00011502809077501296
8019,160380,194,-18.92,0.008493916511535644,0.003936112880706787,0.00011240008473396302
8020,160400,194,-18.92,0.008330856323242188,0.003924578428268433,0.0001098628044128418
8021,160420,194,-18.92,0.008394374847412109,0.003946541547775268,9.899112582206726e-05
8022,160440,194,-18.92,0.008320180892944336,0.003932179212570191,0.00010142233222723007
8023,160460,194,-18.92,0.008350057601928711,0.003945574760437011,0.00010557173192501068
8024,160480,194,-18.92,0.00826123332977295,0.003955790996551514,0.0001110714077949524
8025,160500,194,-18.92,0.008304518699645996,0.003962521314620972,0.00011273550987243652
8026,160520,194,-18.92,0.008216493606567383,0.0039668653011322025,0.00011098794639110565
8027,160540,194,-18.92,0.008359274864196777,0.0039626617431640625,0.00010771022737026214
8028,160560,194,-18.92,0.008382888793945312,0.003962000846862793,0.00012078055739402771
8029,160580,194,-18.92,0.008378744125366211,0.00396002745628357,0.00012841495871543883
8030,160600,194,-18.92,0.008208339691162109,0.0039408700466156,0.00010565714538097382
8031,160620,194,-18.92,0.008339632987976074,0.003943850040435791,0.0001283639371395111
8032,160640,194,-18.92,0.008343669891357422,0.003937105655670166,0.00010412818938493729
8033,160660,194,-18.92,0.008204745292663575,0.003898293495178223,0.00011688737571239472
8034,160680,194,-18.92,0.008366201400756836,0.003934229373931885,0.0001076883301138878
8035,160700,194,-18.92,0.008222370147705079,0.0039592146873474125,0.00010971277952194214
8036,160720,195,-18.88,0.008288458824157715,0.003935955047607422,0.00011637408286333084
8037,160740,195,-18.88,0.008172640800476074,0.003938315391540527,0.00010562420636415481
8038,160760,195,-18.88,0.008193085670471192,0.003939034461975098,0.00010471925139427185
8039,160780,195,-18.88,0.0082830228805542,0.0039044909477233885,0.0001073773056268692
8040,160800,195,-18.88,0.008235305786132812,0.003951666355133057,0.00011313465982675552
8041,160820,195,-18.88,0.008312697410583497,0.003937402725219727,0.0001214108169078827
8042,160840,195,-18.88,0.008243086814880372,0.003944571495056152,9.117861837148667e-05
8043,160860,195,-18.88,0.008359453201293946,0.0039419374465942385,0.00012640605866909028
8044,160880,195,-18.88,0.008260796546936035,0.003944589138031006,0.00010113123059272766
8045,160900,195,-18.88,0.008274449348449706,0.003931082725524902,0.00011396544426679612
8046,160920,195,-18.88,0.008262189865112304,0.0039267497062683105,8.694489300251007e-05
8047,160940,195,-18.88,0.008283174514770508,0.0039368772506713865,0.00011369793117046356
8048,160960,195,-18.88,0.008299442291259765,0.0039793860912323,0.00012331732362508773
8049,160980,195,-18.88,0.008238181114196778,0.003946138620376587,0.0001008431687951088
8050,161000,195,-18.88,0.008284137725830079,0.003940699577331543,0.00011691650748252869
8051,161020,195,-18.88,0.008158775329589843,0.0038987882137298583,9.719441831111908e-05
8052,161040,195,-18.88,0.008242915153503418,0.0039787404537200925,9.355194866657257e-05
8053,161060,195,-18.88,0.008251173973083496,0.003939621686935425,0.00012003704160451889
8054,161080,195,-18.88,0.008224709510803223,0.003948474407196045,0.00011476247012615203
8055,161100,195,-18.88,0.008233875274658202,0.003918715953826904,0.00011489091068506241
8056,161120,195,-18.88,0.008241588592529298,0.003931231021881103,0.0001096583753824234
8057,161140,195,-18.88,0.00817331314086914,0.0039039273262023925,9.975771605968476e-05
8058,161160,195,-18.88,0.008281728744506837,0.003923202991485596,9.905551373958587e-05
8059,161180,195,-18.88,0.00817659854888916,0.003962725639343262,0.00011111926287412643
8060,161200,195,-18.88,0.008064079284667968,0.003988317251205444,9.596064686775208e-05
8061,161220,195,-18.88,0.008296762466430664,0.003919630289077759,0.0001226508840918541
8062,161240,195,-18.88,0.00822018814086914,0.00393377423286438,0.0001084200143814087
8063,161260,195,-18.88,0.00815335750579834,0.003912382602691651,0.00010939180850982666
8064,161280,195,-18.88,0.008217403411865234,0.003958000183105469,0.0001075790524482727
8065,161300,195,-18.88,0.008208545684814453,0.00393860125541687,0.0001089012548327446
8066,161320,195,-18.88,0.008166982650756835,0.003921276092529297,0.00011247106641530991
8067,161340,195,-18.88,0.008197894096374512,0.00394333529472351,9.939920902252198e-05
8068,161360,195,-18.88,0.00830500316619873,0.003937883853912354,0.00011547644436359406
8069,161380,195,-18.88,0.008187771797180176,0.003925909519195556,9.682348370552063e-05
8070,161400,195,-18.88,0.008254669189453124,0.003957960605621338,0.0001367582380771637
8071,161420,195,-18.88,0.008253874778747559,0.003927286624908447,0.00011078497022390366
8072,161440,195,-18.88,0.0082484712600708,0.003931223392486572,0.00011989636719226838
8073,161460,195,-18.88,0.008216802597045898,0.003930720329284668,9.724971652030945e-05
8074,161480,195,-18.88,0.008155363082885742,0.0039453058242797856,0.00011438089609146118
8075,161500,195,-18.88,0.008144999504089355,0.0038999040126800537,0.00010279947519302369
8076,161520,195,-18.88,0.008198877334594727,0.003917792320251465,0.00011970776319503785
8077,161540,195,-18.88,0.008038892745971679,0.0039173059463500975,0.00011147284507751465
8078,161560,195,-18.88,0.008177016258239746,0.003964721202850342,9.855040162801742e-05
8079,161580,196,-18.83,0.008228464126586914,0.003917218685150147,0.0001046801209449768
8080,161600,196,-18.83,0.008114454269409179,0.003931132078170777,0.00010649511963129043
8081,161620,196,-18.83,0.008110234260559082,0.003911597013473511,0.0001012406125664711
8082,161640,196,-18.83,0.00816559600830078,0.003946582317352295,0.00010697278380393982
8083,161660,196,-18.83,0.008222991943359376,0.003925185203552246,9.341688454151153e-05
8084,161680,196,-18.83,0.008213701248168946,0.003942071437835693,0.00012410595268011094
8085,161700,196,-18.83,0.008006243705749512,0.003940154075622559,0.00011422481387853623
8086,161720,196,-18.83,0.008086904525756836,0.0039410309791564945,0.00012456347048282623
8087,161740,196,-18.83,0.008168329238891601,0.00392882513999939,0.00011065587401390075
8088,161760,196,-18.83,0.008146551132202149,0.00393169641494751,0.00010736943036317825
8089,161780,196,-18.83,0.008107466697692871,0.0039486603736877445,9.470824897289276e-05
8090,161800,196,-18.83,0.008216901779174805,0.003944342374801636,9.864354878664017e-05
8091,161820,196,-18.83,0.008121952056884766,0.0039362144470214844,9.190866351127625e-05
8092,161840,196,-18.83,0.00802460765838623,0.0039422550201416015,0.00010111559927463531
8093,161860,196,-18.83,0.008225945472717286,0.003914472818374634,0.00010492471605539322
8094,161880,196,-18.83,0.008231277465820313,0.003938147068023682,0.00010437427461147309
8095,161900,196,-18.83,0.008118457794189453,0.00390833830833435,0.00011723059415817261
8096,161920,196,-18.83,0.008227109909057617,0.003937734127044678,0.00011874212324619294
8097,161940,196,-18.83,0.008222846031188965,0.003959623813629151,0.00010717540979385376
8098,161960,196,-18.83,0.008168231010437012,0.003930988311767578,0.00011470751464366912
8099,161980,196,-18.83,0.008251029014587402,0.0039373447895050045,0.00010461117327213288
8100,162000,196,-18.83,0.008235214233398437,0.003939365386962891,0.00012195830047130585
8101,162020,196,-18.83,0.008216569900512696,0.003943366050720215,0.00011941422522068023
8102,162040,196,-18.83,0.008241452217102051,0.003928269863128662,0.00011589134484529496
8103,162060,196,-18.83,0.00811100673675537,0.003935848474502564,0.00010971854627132416
8104,162080,196,-18.83,0.008159997940063477,0.003918945550918579,0.00011688382923603058
8105,162100,196,-18.83,0.008094368934631347,0.003983813047409058,0.00010035528987646103
8106,162120,196,-18.83,0.008219367980957031,0.00394953727722168,0.00011333103477954864
8107,162140,196,-18.83,0.008171485900878907,0.003929643154144287,0.0001312195509672165
8108,162160,196,-18.83,0.008243638038635254,0.0039450030326843265,0.00012606926262378692
8109,162180,196,-18.83,0.008210972785949707,0.0039474225044250485,0.00011155562847852707
8110,162200,196,-18.83,0.008139823913574219,0.003952675819396972,0.00010469416528940201
8111,162220,196,-18.83,0.008193292617797852,0.003955214500427246,0.00011348032206296921
8112,162240,196,-18.83,0.008216495513916016,0.0039666714668273925,0.00011425089836120605
8113,162260,196,-18.83,0.008281936645507812,0.003908499002456665,0.00010326334834098817
8114,162280,196,-18.83,0.008106389999389648,0.00394886064529419,9.750378876924514e-05
8115,162300,196,-18.83,0.008154624938964844,0.003938883304595947,0.00012408576905727385
8116,162320,196,-18.83,0.008091056823730469,0.003917844295501709,0.00011232593655586242
8117,162340,196,-18.83,0.008161892890930176,0.003927289962768555,0.0001160885989665985
8118,162360,196,-18.83,0.008295717239379883,0.003960274934768677,0.00011556386947631835
8119,162380,196,-18.83,0.008212255477905274,0.003971845865249634,0.00011115696281194687
8120,162400,196,-18.83,0.008120559692382812,0.00397261381149292,0.00011072289943695069
8121,162420,196,-18.83,0.008189752578735351,0.0039697978496551515,0.0001259380578994751
8122,162440,196,-18.83,0.008102488517761231,0.003953785181045532,0.00010786279290914536
8123,162460,196,-18.83,0.008124077796936035,0.003930255174636841,0.00011970008909702301
8124,162480,196,-18.83,0.00813645076751709,0.003927877426147461,0.00011150825768709183
8125,162500,196,-18.83,0.008116282463073731,0.00396416449546814,0.00011045844852924347
8126,162520,196,-18.83,0.008081681251525879,0.003967725515365601,0.00011020217835903167
8127,162540,196,-18.83,0.0080872802734375,0.003958048820495605,9.600822627544403e-05
8128,162560,196,-18.83,0.008091480255126952,0.003935423374176026,0.00011099483072757721
8129,162580,196,-18.83,0.00809681510925293,0.003937024593353272,0.00010298392921686173
8130,162600,196,-18.83,0.008089506149291992,0.003946155071258545,0.00010672811418771744
8131,162620,196,-18.83,0.008134882926940918,0.0038964972496032713,0.00011096382141113281
8132,162640,196,-18.83,0.008209348678588867,0.003930241823196411,0.0001191464215517044
8133,162660,196,-18.83,0.008126096725463867,0.003934676885604858,0.00012375067174434662
8134,162680,196,-18.83,0.008150084495544434,0.0039400715827941895,0.0001080719381570816
8135,162700,196,-18.83,0.008186838150024415,0.003933140516281128,0.0001247086524963379
8136,162720,196,-18.83,0.008085442543029784,0.003957517623901367,0.00011929091066122055
8137,162740,196,-18.83,0.008064831733703613,0.003943679809570312,0.00011255492269992828
8138,162760,196,-18.83,0.00804574489593506,0.0039356532096862795,9.790844470262528e-05
8139,162780,196,-18.83,0.008047784805297852,0.003944022655487061,0.000115076944231987
8140,162800,196,-18.83,0.008106794357299805,0.0039385931491851805,0.00011329030245542526
8141,162820,196,-18.83,0.008108428001403808,0.003936335802078247,0.00010311266779899598
8142,162840,196,-18.83,0.008031011581420899,0.00392746901512146,0.00012031958997249604
8143,162860,196,-18.83,0.008123822212219238,0.003949577569961548,0.00011147122830152512
8144,162880,196,-18.83,0.008085204124450683,0.003937500476837158,0.00010774210840463638
8145,162900,196,-18.83,0.00812183666229248,0.003935722351074219,0.00010481740534305572
8146,162920,196,-18.83,0.007986346244812011,0.00390578031539917,0.0001049172505736351
8147,162940,196,-18.83,0.00805309772491455,0.003930244922637939,0.00010791936516761779
8148,162960,196,-18.83,0.008022464752197266,0.003955301523208618,8.636748790740967e-05
8149,162980,196,-18.83,0.008043109893798828,0.003917137384414673,0.00010867229849100113
8150,163000,196,-18.83,0.008083121299743652,0.003929047107696533,0.00011120772361755372
8151,163020,196,-18.83,0.00801968002319336,0.003931553840637207,9.347580373287201e-05
8152,163040,196,-18.83,0.008125470161437989,0.003919487476348877,0.0001227477416396141
8153,163060,196,-18.83,0.00804272747039795,0.003931829929351807,0.00011069243401288987
8154,163080,196,-18.83,0.008100319862365722,0.0038875749111175538,9.304200857877732e-05
8155,163100,196,-18.83,0.008044585227966309,0.003955262899398804,9.768664836883545e-05
8156,163120,196,-18.83,0.008051301002502441,0.0039525370597839355,0.00010859351605176925
8157,163140,196,-18.83,0.008029394149780274,0.003951754570007324,0.00010959098488092422
8158,163160,196,-18.83,0.00798132610321045,0.003982393741607666,0.00010587483644485474
8159,163180,196,-18.83,0.007980973243713378,0.0039093148708343505,9.91123765707016e-05
8160,163200,196,-18.83,0.008093503952026368,0.003949694871902466,0.0001052420511841774
8161,163220,196,-18.83,0.008145674705505371,0.003926741361618042,0.00010626517236232758
8162,163240,196,-18.83,0.00807291030883789,0.003938611030578613,0.00011618936061859131
8163,163260,196,-18.83,0.008103609085083008,0.003924805879592896,0.00010636457800865174
8164,163280,196,-18.83,0.008018114089965821,0.003931906700134278,0.00011132779717445374
8165,163300,196,-18.83,0.008049895286560058,0.003935693502426147,0.00010441157221794128
8166,163320,196,-18.83,0.008019027709960937,0.003893930196762085,0.00011030123382806778
8167,163340,196,-18.83,0.008141223907470702,0.0039414849281311035,0.00012631207704544067
8168,163360,196,-18.83,0.007966004848480224,0.003929372787475586,9.698759019374847e-05
8169,163380,196,-18.83,0.00811165428161621,0.0038927741050720213,0.0001144045740365982
8170,163400,196,-18.83,0.008024115562438965,0.0039112868309021,0.00010314110666513443
8171,163420,196,-18.83,0.008022638320922851,0.003906244516372681,0.00011430349200963974
8172,163440,196,-18.83,0.00814850616455078,0.003948199272155762,0.00010869180411100388
8173,163460,196,-18.83,0.007990195274353027,0.003942698240280151,0.00011551295220851899
8174,163480,196,-18.83,0.008020095825195313,0.003954531908035278,0.00012341827154159545
8175,163500,196,-18.83,0.007987242698669433,0.003934187889099121,0.00010021176189184189
8176,163520,196,-18.83,0.007884489059448243,0.0039372434616088865,0.00010792868584394454
8177,163540,196,-18.83,0.008099483489990235,0.003954411745071411,0.00011414054036140441
8178,163560,196,-18.83,0.00809597396850586,0.003937174797058105,0.00011114417016506195
8179,163580,196,-18.83,0.007942470550537109,0.0039135942459106446,0.0001018705666065216
8180,163600,196,-18.83,0.008074913024902344,0.003914275407791138,0.00011221128702163697
8181,163620,196,-18.83,0.007992180824279785,0.0039195137023925785,0.00011454375088214874
8182,163640,196,-18.83,0.008022980690002441,0.003910578966140747,0.00011013632267713546
8183,163660,196,-18.83,0.008053997039794921,0.003917183637619019,0.00010440503805875778
8184,163680,196,-18.83,0.007944983005523681,0.003921185970306397,9.661263227462769e-05
8185,163700,196,-18.83,0.00796833610534668,0.003963971376419067,0.00011661545932292938
8186,163720,196,-18.83,0.007987081050872803,0.003944107532501221,0.0001091330572962761
8187,163740,196,-18.83,0.00804268741607666,0.003924066066741943,0.00011895963549613953
8188,163760,196,-18.83,0.008100241661071777,0.003891789436340332,0.00012031035870313644
8189,163780,196,-18.83,0.007981435298919677,0.003938117265701294,9.99155193567276e-05
8190,163800,196,-18.83,0.00807785701751709,0.003920948505401612,0.0001127738356590271
8191,163820,196,-18.83,0.007996753692626953,0.0038867225646972655,0.00010507483780384064
8192,163840,196,-18.83,0.008054934501647949,0.0039422369003295895,8.916156738996506e-05
8193,163860,196,-18.83,0.008047614097595215,0.003920409679412842,0.00011352615058422088
8194,163880,196,-18.83,0.007993467807769775,0.003956854820251465,0.0001112905740737915
8195,163900,196,-18.83,0.008068870544433594,0.003910180330276489,9.849663078784943e-05
8196,163920,196,-18.83,0.007894893169403077,0.0039225625991821285,0.00010108612477779388
8197,163940,196,-18.83,0.007901904106140136,0.003934805154800415,9.951727837324143e-05
8198,163960,196,-18.83,0.008109493255615234,0.0039376611709594726,0.00010827668011188507
8199,163980,196,-18.83,0.008079075813293457,0.0038952293395996093,0.00011527133733034134
8200,164000,196,-18.83,0.007975875854492187,0.003919360160827637,0.00011705110967159272
8201,164020,196,-18.83,0.008048887252807618,0.003921969175338745,0.00012330693006515502
8202,164040,196,-18.83,0.008007957458496093,0.003938622713088989,0.00011465860903263093
8203,164060,196,-18.83,0.008055509567260742,0.003932649135589599,0.00010837802290916443
8204,164080,196,-18.83,0.008077659606933595,0.0039163920879364015,0.00010484851896762848
8205,164100,196,-18.83,0.007975471496582032,0.003929843664169311,0.00010102107375860214
8206,164120,196,-18.83,0.008025330543518066,0.0039220860004425045,9.743541479110717e-05
8207,164140,196,-18.83,0.007994215965270996,0.003923100471496582,0.0001101527065038681
8208,164160,196,-18.83,0.008073104858398437,0.003928667306900025,0.00010076184570789337
8209,164180,196,-18.83,0.00801652240753174,0.003922887325286865,9.067241847515106e-05
8210,164200,196,-18.83,0.00804951286315918,0.003948219060897827,0.00010632553696632386
8211,164220,196,-18.83,0.007984261989593506,0.003952218532562256,9.21737402677536e-05
8212,164240,196,-18.83,0.007949073791503907,0.003941960334777832,8.376725018024444e-05
8213,164260,196,-18.83,0.007887221813201905,0.003930860042572022,0.00010675565898418427
8214,164280,196,-18.83,0.008017598152160644,0.003970087766647339,0.00010534726083278656
8215,164300,196,-18.83,0.008006192207336426,0.0039087293148040774,0.00010133883357048035
8216,164320,196,-18.83,0.008055160522460938,0.00393402886390686,0.0001008574664592743
8217,164340,196,-18.83,0.008000726699829102,0.003934203863143921,0.00011142661422491073
8218,164360,196,-18.83,0.007988548755645752,0.003942513465881347,0.00011145685613155366
8219,164380,196,-18.83,0.007983360290527344,0.003933514356613159,0.00010839733481407165
8220,164400,196,-18.83,0.00786121129989624,0.003923738718032837,0.00011362244933843613
8221,164420,196,-18.83,0.008008395195007324,0.003933962345123291,0.00012004455924034119
8222,164440,196,-18.83,0.007995151042938232,0.003931607961654663,0.00011092137545347214
8223,164460,196,-18.83,0.007976845264434814,0.0038995094299316404,0.00011937659978866577
8224,164480,196,-18.83,0.008035361289978027,0.003952351570129395,0.00011029340326786041
8225,164500,196,-18.83,0.00797453784942627,0.003929370164871216,0.0001257193386554718
8226,164520,196,-18.83,0.007981605052947998,0.003921462059020996,0.00012725891172885893
8227,164540,196,-18.83,0.007926001071929931,0.003931195497512818,0.00011133898794651031
8228,164560,196,-18.83,0.007882402420043946,0.003891937971115112,0.00010160087049007416
8229,164580,196,-18.83,0.008045682907104492,0.003949905395507812,0.00010865706205368042
8230,164600,196,-18.83,0.00795047378540039,0.003948294639587403,0.00011018045246601105
8231,164620,196,-18.83,0.007993700981140137,0.003925349235534668,0.00010584598034620284
8232,164640,196,-18.83,0.0079071044921875,0.003963657855987549,0.00010011733323335648
8233,164660,196,-18.83,0.008040237426757812,0.003937177181243897,0.00012040542811155319
8234,164680,196,-18.83,0.007917202472686768,0.003951092720031738,0.00010149922966957092
8235,164700,196,-18.83,0.007941494464874268,0.003917726039886474,0.00011694215238094329
8236,164720,196,-18.83,0.007988747596740722,0.003935115814208984,0.00011033958941698075
8237,164740,196,-18.83,0.00801747703552246,0.0039335906505584715,9.880027174949646e-05
8238,164760,196,-18.83,0.007981955051422119,0.00392573356628418,0.00012167268991470337
8239,164780,196,-18.83,0.00791329288482666,0.003939140558242798,0.00010654381662607193
8240,164800,196,-18.83,0.007994486331939697,0.003969830513000488,0.00010020621120929719
8241,164820,196,-18.83,0.008010381698608399,0.003918857336044312,0.00011856523901224137
8242,164840,196,-18.83,0.007914763450622558,0.003912404298782348,0.00010860054194927216
8243,164860,196,-18.83,0.008014077186584473,0.00393165922164917,0.0001247437819838524
8244,164880,196,-18.83,0.00789272689819336,0.003958761215209961,0.00010266047716140747
8245,164900,196,-18.83,0.008037260055541992,0.003931335210800171,0.00011667276918888092
8246,164920,196,-18.83,0.007928247928619386,0.003932327032089233,9.422963857650757e-05
8247,164940,196,-18.83,0.0079804425239563,0.003939550161361694,0.00011387163400650025
8248,164960,196,-18.83,0.0079978609085083,0.003942695856094361,0.00012848009169101715
8249,164980,196,-18.83,0.007967367649078369,0.003953668594360351,0.00011097665131092071
8250,165000,196,-18.83,0.007841425895690918,0.003950581073760986,0.00010148805379867553
8251,165020,196,-18.83,0.00790665340423584,0.003906013011932373,0.00010669180005788803
8252,165040,196,-18.83,0.007927134990692138,0.0039218983650207515,0.00011250481009483337
8253,165060,196,-18.83,0.00792653512954712,0.003924828052520752,9.516193717718124e-05
8254,165080,196,-18.83,0.00796623992919922,0.003938896894454956,0.00011053676903247834
8255,165100,196,-18.83,0.00794711971282959,0.0039243013858795165,0.00011445725709199905
8256,165120,196,-18.83,0.0080449857711792,0.003939655303955078,0.00012335199117660523
8257,165140,196,-18.83,0.0078805513381958,0.003942145824432373,9.963555634021759e-05
8258,165160,196,-18.83,0.007946310997009277,0.003921230792999267,0.00010405170917510987
8259,165180,196,-18.83,0.00794688653945923,0.003928594589233399,0.00011569886654615402
8260,165200,196,-18.83,0.007904545783996582,0.0039200296401977535,0.00011320803314447403
8261,165220,196,-18.83,0.007934504508972168,0.003935824394226075,0.0001083855852484703
8262,165240,197,-18.79,0.007956396102905274,0.003926559209823609,0.00011004856973886489
8263,165260,197,-18.79,0.007930771350860595,0.003912988424301147,9.178083389997482e-05
8264,165280,197,-18.79,0.007908512115478515,0.003929609775543213,0.00010489463061094283
8265,165300,197,-18.79,0.007853846549987793,0.003924530029296875,8.496397733688355e-05
8266,165320,197,-18.79,0.008004047393798829,0.003940859317779541,0.00011265508830547332
8267,165340,197,-18.79,0.00796308994293213,0.0038915767669677735,0.00011376143991947174
8268,165360,197,-18.79,0.007927659511566163,0.003917330265045166,0.00011166812479496003
8269,165380,197,-18.79,0.007962877273559571,0.003908084392547607,0.00011971572041511535
8270,165400,197,-18.79,0.007999125480651856,0.003913204669952392,0.00011168135702610016
8271,165420,197,-18.79,0.007935277938842774,0.0039018800258636475,0.00010214230418205262
8272,165440,197,-18.79,0.008030229568481446,0.0038982017040252686,0.00010175053775310517
8273,165460,197,-18.79,0.007924835205078124,0.0038982048034667967,0.00011861778795719147
8274,165480,197,-18.79,0.007880667686462402,0.003896636962890625,0.00010329259932041168
8275,165500,197,-18.79,0.00797180986404419,0.00392923092842102,9.89447459578514e-05
8276,165520,197,-18.79,0.00794885492324829,0.0039005801677703855,0.00010937366634607315
8277,165540,197,-18.79,0.007903132438659668,0.003934396028518677,0.00010910865664482117
8278,165560,198,-18.73,0.00801055145263672,0.003910885334014892,9.793904423713685e-05
8279,165580,198,-18.73,0.007896660804748535,0.003919638395309448,0.00010930260270833969
8280,165600,198,-18.73,0.008026357650756835,0.003923319101333618,0.00011376211047172546
8281,165620,198,-18.73,0.008046039581298828,0.003945925951004028,0.00010839426517486573
8282,165640,198,-18.73,0.007875339984893799,0.003928955554962158,0.00010537602752447128
8283,165660,198,-18.73,0.007974912643432617,0.003934748411178589,0.0001268061101436615
8284,165680,198,-18.73,0.008079750061035156,0.0039069967269897464,0.00010244762152433396
8285,165700,198,-18.73,0.008047611236572265,0.0039200282096862795,0.0001105857715010643
8286,165720,198,-18.73,0.00794866418838501,0.0039052693843841554,9.206461161375045e-05
8287,165740,198,-18.73,0.008047645568847656,0.003939451694488526,0.00010667739063501358
8288,165760,198,-18.73,0.007959718227386475,0.0039263486862182615,9.550438076257705e-05
8289,165780,198,-18.73,0.008018202781677246,0.003919505596160889,0.00011147245764732361
8290,165800,198,-18.73,0.008000942230224609,0.003914430141448975,9.553569555282593e-05
8291,165820,198,-18.73,0.007987558364868164,0.003916735649108887,0.0001104532927274704
8292,165840,198,-18.73,0.007950794219970704,0.003924113512039184,9.741353988647461e-05
8293,165860,198,-18.73,0.007989886283874512,0.0039373478889465335,9.962486475706101e-05
8294,165880,198,-18.73,0.00802122688293457,0.00394442367553711,0.00010657046735286713
8295,165900,198,-18.73,0.007986728191375733,0.0038885107040405272,0.00010226001590490341
8296,165920,198,-18.73,0.007982565879821777,0.0039291388988494875,0.0001109723448753357
8297,165940,198,-18.73,0.007955933094024658,0.003915692329406738,0.00010199354588985444
8298,165960,198,-18.73,0.008084628105163574,0.003941794872283935,0.00010671205818653106
8299,165980,198,-18.73,0.007958890914916993,0.003905501127243042,0.00010047949850559234
8300,166000,198,-18.73,0.007956758975982666,0.0039048628807067873,0.0001123911738395691
8301,166020,198,-18.73,0.007978796005249023,0.003933135509490967,0.00010953714698553085
8302,166040,198,-18.73,0.007937201499938965,0.003967590570449829,9.005284309387207e-05
8303,166060,198,-18.73,0.007987485885620118,0.0039217333793640135,9.462062269449234e-05
8304,166080,198,-18.73,0.008027419090270996,0.003933632850646972,9.076240658760071e-05
8305,166100,198,-18.73,0.008035274505615234,0.003932263374328613,0.00011831223219633103
8306,166120,198,-18.73,0.008060966491699219,0.003918771982192993,0.00011088229715824128
8307,166140,198,-18.73,0.007918125629425048,0.003924827098846436,0.0001047375574707985
8308,166160,198,-18.73,0.008053791046142579,0.003924282550811767,0.00011166794598102569
8309,166180,198,-18.73,0.008024992942810059,0.003913546323776245,0.00010830526798963546
8310,166200,198,-18.73,0.007913102149963379,0.0038978061676025392,9.69020277261734e-05
8311,166220,198,-18.73,0.00797513484954834,0.0039251184463500975,9.476960450410843e-05
8312,166240,198,-18.73,0.007998879432678224,0.003914890289306641,0.00012112292647361755
8313,166260,198,-18.73,0.008075915336608886,0.003921972036361694,0.00011394083499908447
8314,166280,198,-18.73,0.008063404083251954,0.003926212310791015,9.887172281742096e-05
8315,166300,198,-18.73,0.007979018211364746,0.003927082061767578,0.0001099526584148407
8316,166320,198,-18.73,0.007914029121398925,0.003929197311401367,0.00011228225380182266
8317,166340,198,-18.73,0.007984984397888183,0.003936703681945801,0.00010584607720375061
8318,166360,198,-18.73,0.007886368274688721,0.00388177752494812,0.00010020783543586731
8319,166380,198,-18.73,0.008000324249267578,0.0039008026123046875,0.00012151206284761429
8320,166400,198,-18.73,0.008018962860107422,0.0039018688201904296,0.00010645654797554016
8321,166420,198,-18.73,0.008056341171264648,0.003945358753204346,0.0001176634430885315
8322,166440,198,-18.73,0.00796980333328247,0.00391653323173523,8.909644931554795e-05
8323,166460,198,-18.73,0.007793169498443603,0.003924071550369263,9.984412044286728e-05
8324,166480,198,-18.73,0.007945476531982422,0.003948364734649658,0.00010097336024045945
8325,166500,198,-18.73,0.007926389694213868,0.003957469701766967,0.00011039455980062484
8326,166520,198,-18.73,0.007995651245117188,0.003924618482589722,0.00010691457986831665
8327,166540,198,-18.73,0.007933884143829346,0.003952939748764038,0.00010100430250167846
8328,166560,198,-18.73,0.008009167671203613,0.003913129329681396,0.00011306740343570709
8329,166580,198,-18.73,0.0079745454788208,0.003936983346939087,0.00012410345673561095
8330,166600,198,-18.73,0.007936351776123047,0.0039103894233703616,9.556907415390015e-05
8331,166620,198,-18.73,0.007997785568237305,0.003926287174224854,0.00010477731376886368
8332,166640,198,-18.73,0.007961177825927734,0.003928436279296875,0.00010627160966396332
8333,166660,198,-18.73,0.00800132942199707,0.003926604032516479,0.00012559537589550018
8334,166680,198,-18.73,0.007960173606872558,0.003928876399993896,0.00010734139382839203
8335,166700,198,-18.73,0.008029354095458985,0.003890381336212158,9.638439863920212e-05
8336,166720,198,-18.73,0.008103644371032715,0.003907920837402344,0.00011240961402654647
8337,166740,198,-18.73,0.008051306724548339,0.003928751945495606,0.00010818103700876236
8338,166760,198,-18.73,0.007928597927093505,0.00392595911026001,0.00010047530382871627
8339,166780,198,-18.73,0.007882616519927978,0.003963178634643555,9.400227665901185e-05
8340,166800,198,-18.73,0.007985650539398193,0.003898951530456543,0.00011564164608716964
8341,166820,198,-18.73,0.007970766067504883,0.00394123125076294,8.76651257276535e-05
8342,166840,198,-18.73,0.00801779270172119,0.003949383020401001,0.00010883288830518722
