iteration,steps,episode,avg_score,best_avg_score,best_score
3052,61040,97,-20.443298969072163,-20.402985074626866,-18.0
3067,61340,98,-20.448979591836736,-20.402985074626866,-18.0
3077,61540,99,-20.454545454545453,-20.402985074626866,-18.0
3092,61840,100,-20.46,-20.402985074626866,-18.0
3104,62080,101,-20.45,-20.402985074626866,-18.0
3131,62620,102,-20.45,-20.402985074626866,-18.0
3163,63260,103,-20.45,-20.402985074626866,-18.0
3196,63920,104,-20.45,-20.402985074626866,-18.0
3247,64940,105,-20.45,-20.402985074626866,-18.0
3257,65140,106,-20.45,-20.402985074626866,-18.0
3266,65320,107,-20.45,-20.402985074626866,-18.0
3290,65800,108,-20.44,-20.402985074626866,-18.0
3341,66820,109,-20.45,-20.402985074626866,-18.0
3364,67280,110,-20.45,-20.402985074626866,-18.0
3392,67840,111,-20.44,-20.402985074626866,-18.0
3405,68100,112,-20.44,-20.402985074626866,-18.0
3430,68600,113,-20.45,-20.402985074626866,-18.0
3461,69220,114,-20.45,-20.402985074626866,-18.0
3513,70260,115,-20.45,-20.402985074626866,-18.0
3535,70700,116,-20.45,-20.402985074626866,-18.0
3543,70860,117,-20.45,-20.402985074626866,-18.0
3545,70900,118,-20.45,-20.402985074626866,-18.0
3609,72180,119,-20.47,-20.402985074626866,-18.0
3610,72200,120,-20.5,-20.402985074626866,-18.0
3619,72380,121,-20.49,-20.402985074626866,-18.0
3627,72540,122,-20.48,-20.402985074626866,-18.0
3664,73280,123,-20.48,-20.402985074626866,-18.0
3674,73480,124,-20.48,-20.402985074626866,-18.0
3734,74680,125,-20.48,-20.402985074626866,-18.0
3827,76540,126,-20.48,-20.402985074626866,-18.0
3843,76860,127,-20.48,-20.402985074626866,-18.0
3850,77000,128,-20.48,-20.402985074626866,-18.0
3866,77320,129,-20.48,-20.402985074626866,-18.0
3881,77620,130,-20.49,-20.402985074626866,-18.0
3959,79180,131,-20.49,-20.402985074626866,-18.0
3965,79300,132,-20.5,-20.402985074626866,-18.0
3977,79540,133,-20.5,-20.402985074626866,-18.0
4013,80260,134,-20.5,-20.402985074626866,-18.0
4040,80800,135,-20.5,-20.402985074626866,-18.0
4054,81080,136,-20.5,-20.402985074626866,-18.0
4087,81740,137,-20.51,-20.402985074626866,-18.0
4110,82200,138,-20.53,-20.402985074626866,-18.0
4119,82380,139,-20.53,-20.402985074626866,-18.0
4154,83080,140,-20.54,-20.402985074626866,-18.0
4174,83480,141,-20.52,-20.402985074626866,-18.0
4245,84900,143,-20.51,-20.402985074626866,-18.0
4327,86540,144,-20.51,-20.402985074626866,-18.0
4403,88060,145,-20.5,-20.402985074626866,-18.0
4408,88160,146,-20.49,-20.402985074626866,-18.0
4426,88520,147,-20.5,-20.402985074626866,-18.0
4465,89300,148,-20.51,-20.402985074626866,-18.0
4548,90960,149,-20.5,-20.402985074626866,-18.0
4582,91640,150,-20.49,-20.402985074626866,-18.0
4602,92040,151,-20.48,-20.402985074626866,-18.0
4629,92580,152,-20.47,-20.402985074626866,-18.0
4682,93640,153,-20.46,-20.402985074626866,-18.0
4748,94960,154,-20.47,-20.402985074626866,-18.0
4861,97220,155,-20.45,-20.402985074626866,-18.0
4862,97240,156,-20.45,-20.402985074626866,-18.0
4884,97680,157,-20.46,-20.402985074626866,-18.0
4902,98040,158,-20.44,-20.402985074626866,-18.0
4964,99280,159,-20.43,-20.402985074626866,-18.0
5013,100260,160,-20.39,-20.39,-16.0
5098,101960,161,-20.37,-20.37,-16.0
5178,103560,162,-20.34,-20.34,-16.0
5235,104700,163,-20.29,-20.29,-15.0
5244,104880,164,-20.26,-20.26,-15.0
5257,105140,165,-20.26,-20.26,-15.0
5364,107280,166,-20.25,-20.25,-15.0
5780,115600,167,-20.23,-20.23,-15.0
5790,115800,168,-20.2,-20.2,-15.0
5801,116020,169,-20.18,-20.18,-15.0
5836,116720,170,-20.12,-20.12,-15.0
5993,119860,171,-20.07,-20.07,-15.0
6006,120120,172,-20.01,-20.01,-15.0
6061,121220,173,-19.99,-19.99,-15.0
6340,126800,174,-19.96,-19.96,-15.0
6413,128260,175,-19.92,-19.92,-15.0
6563,131260,177,-19.78,-19.78,-13.0
6661,133220,178,-19.73,-19.73,-13.0
6662,133240,179,-19.68,-19.68,-13.0
6677,133540,180,-19.64,-19.64,-13.0
6681,133620,181,-19.59,-19.59,-13.0
6707,134140,182,-19.55,-19.55,-13.0
6763,135260,183,-19.46,-19.46,-12.0
6877,137540,184,-19.45,-19.45,-12.0
6927,138540,185,-19.38,-19.38,-12.0
6999,139980,186,-19.36,-19.36,-12.0
7132,142640,187,-19.32,-19.32,-12.0
7135,142700,188,-19.26,-19.26,-12.0
7391,147820,189,-19.21,-19.21,-12.0
7425,148500,190,-19.18,-19.18,-12.0
7591,151820,191,-19.15,-19.15,-12.0
7731,154620,192,-19.11,-19.11,-12.0
7777,155540,193,-19.0,-19.0,-10.0
7954,159080,194,-18.92,-18.92,-10.0
8036,160720,195,-18.88,-18.88,-10.0
8079,161580,196,-18.83,-18.83,-10.0
8262,165240,197,-18.79,-18.79,-10.0
8278,165560,198,-18.73,-18.73,-10.0
8492,169840,199,-18.67,-18.67,-10.0
8504,170080,200,-18.61,-18.61,-10.0
8574,171480,201,-18.55,-18.55,-10.0
8625,172500,202,-18.46,-18.46,-10.0
8673,173460,203,-18.33,-18.33,-8.0
8712,174240,204,-18.29,-18.29,-8.0
8811,176220,205,-18.2,-18.2,-8.0
8832,176640,206,-18.1,-18.1,-8.0
9041,180820,207,-18.01,-18.01,-8.0
9142,182840,208,-17.95,-17.95,-8.0
9185,183700,209,-17.9,-17.9,-8.0
9355,187100,210,-17.83,-17.83,-8.0
9455,189100,211,-17.79,-17.79,-8.0
9582,191640,212,-17.7,-17.7,-8.0
9586,191720,213,-17.66,-17.66,-8.0
10409,208180,214,-17.53,-17.53,-8.0
10718,214360,215,-17.45,-17.45,-8.0
10722,214440,216,-17.35,-17.35,-8.0
10831,216620,217,-17.17,-17.17,-2.0
10929,218580,218,-17.0,-17.0,-2.0
11016,220320,219,-16.85,-16.85,-2.0
11287,225740,220,-16.74,-16.74,-2.0
11323,226460,221,-16.58,-16.58,-2.0
11583,231660,222,-16.51,-16.51,-2.0
11684,233680,223,-16.34,-16.34,-2.0
11939,238780,224,-16.19,-16.19,-2.0
11942,238840,225,-16.01,-16.01,-2.0
11944,238880,226,-15.81,-15.81,-1.0
12023,240460,227,-15.66,-15.66,-1.0
12027,240540,228,-15.55,-15.55,-1.0
12260,245200,229,-15.38,-15.38,-1.0
12292,245840,230,-15.13,-15.13,5.0
12400,248000,231,-15.02,-15.02,5.0
12529,250580,232,-14.83,-14.83,5.0
13046,260920,233,-14.65,-14.65,5.0
13196,263920,234,-14.54,-14.54,5.0
13326,266520,235,-14.29,-14.29,5.0
13853,277060,236,-14.13,-14.13,5.0
13861,277220,237,-13.85,-13.85,7.0
13878,277560,238,-13.67,-13.67,7.0
13892,277840,239,-13.53,-13.53,7.0
14082,281640,240,-13.45,-13.45,7.0
14125,282500,241,-13.3,-13.3,7.0
14173,283460,242,-12.97,-12.97,12.0
14251,285020,243,-12.79,-12.79,12.0
14590,291800,244,-12.54,-12.54,12.0
14744,294880,245,-12.28,-12.28,12.0
14843,296860,246,-12.1,-12.1,12.0
15022,300440,247,-11.83,-11.83,12.0
15046,300920,248,-11.61,-11.61,12.0
15139,302780,249,-11.44,-11.44,12.0
15183,303660,250,-11.18,-11.18,12.0
15457,309140,251,-10.97,-10.97,12.0
15458,309160,252,-10.65,-10.65,12.0
15548,310960,253,-10.42,-10.42,12.0
15761,315220,254,-10.17,-10.17,12.0
15831,316620,255,-9.83,-9.83,16.0
15857,317140,256,-9.69,-9.69,16.0
16070,321400,257,-9.34,-9.34,16.0
16149,322980,258,-8.99,-8.99,16.0
16157,323140,259,-8.7,-8.7,16.0
16178,323560,260,-8.42,-8.42,16.0
16317,326340,261,-8.12,-8.12,16.0
16677,333540,262,-7.86,-7.86,16.0
16872,337440,263,-7.59,-7.59,16.0
16907,338140,264,-7.37,-7.37,16.0
16930,338600,265,-7.01,-7.01,16.0
17026,340520,266,-6.66,-6.66,16.0
17161,343220,267,-6.3,-6.3,18.0
17235,344700,268,-5.99,-5.99,18.0
17280,345600,269,-5.67,-5.67,18.0
17628,352560,270,-5.33,-5.33,19.0
17668,353360,271,-5.06,-5.06,19.0
17756,355120,272,-4.8,-4.8,19.0
17782,355640,273,-4.53,-4.53,19.0
17922,358440,274,-4.23,-4.23,19.0
17971,359420,275,-3.89,-3.89,19.0
18193,363860,276,-3.56,-3.56,19.0
18250,365000,277,-3.34,-3.34,19.0
18555,371100,278,-2.97,-2.97,21.0
18563,371260,279,-2.73,-2.73,21.0
18781,375620,280,-2.52,-2.52,21.0
18902,378040,281,-2.28,-2.28,21.0
18908,378160,282,-2.1,-2.1,21.0
19009,380180,283,-1.81,-1.81,21.0
19085,381700,284,-1.55,-1.55,21.0
19117,382340,285,-1.31,-1.31,21.0
19226,384520,286,-0.98,-0.98,21.0
19304,386080,287,-0.64,-0.64,21.0
19340,386800,288,-0.37,-0.37,21.0
19659,393180,289,-0.08,-0.08,21.0
19678,393560,290,0.2,0.2,21.0
19727,394540,291,0.54,0.54,21.0
19837,396740,292,0.84,0.84,21.0
19910,398200,293,1.1,1.1,21.0
20111,402220,294,1.38,1.38,21.0
20136,402720,295,1.63,1.63,21.0
20261,405220,296,1.93,1.93,21.0
20275,405500,297,2.31,2.31,21.0
20447,408940,298,2.53,2.53,21.0
20843,416860,299,2.82,2.82,21.0
20895,417900,300,3.05,3.05,21.0
21006,420120,301,3.33,3.33,21.0
21112,422240,302,3.6,3.6,21.0
21144,422880,303,3.86,3.86,21.0
21159,423180,304,4.22,4.22,21.0
21167,423340,305,4.48,4.48,21.0
21251,425020,306,4.76,4.76,21.0
21352,427040,307,5.08,5.08,21.0
21603,432060,308,5.29,5.29,21.0
21653,433060,309,5.54,5.54,21.0
21747,434940,310,5.81,5.81,21.0
21875,437500,311,6.11,6.11,21.0
21878,437560,312,6.37,6.37,21.0
21965,439300,313,6.72,6.72,21.0
22109,442180,314,6.94,6.94,21.0
22120,442400,315,7.23,7.23,21.0
22292,445840,316,7.48,7.48,21.0
22298,445960,317,7.67,7.67,21.0
22580,451600,318,7.86,7.86,21.0
22723,454460,319,8.1,8.1,21.0
22964,459280,320,8.38,8.38,21.0
23108,462160,321,8.59,8.59,21.0
23116,462320,322,8.88,8.88,21.0
23120,462400,323,9.04,9.04,21.0
23178,463560,324,9.25,9.25,21.0
23323,466460,325,9.41,9.41,21.0
23379,467580,326,9.56,9.56,21.0
23560,471200,327,9.81,9.81,21.0
23739,474780,328,10.01,10.01,21.0
23767,475340,329,10.2,10.2,21.0
23778,475560,330,10.27,10.27,21.0
23925,478500,331,10.49,10.49,21.0
24126,482520,332,10.69,10.69,21.0
24165,483300,333,10.83,10.83,21.0
24211,484220,334,11.0,11.0,21.0
24371,487420,335,11.05,11.05,21.0
24399,487980,336,11.24,11.24,21.0
24414,488280,337,11.33,11.33,21.0
24417,488340,338,11.51,11.51,21.0
25019,500380,339,11.66,11.66,21.0
25089,501780,340,11.92,11.92,21.0
25186,503720,341,12.1,12.1,21.0
25225,504500,342,12.17,12.17,21.0
25348,506960,343,12.32,12.32,21.0
25463,509260,344,12.35,12.35,21.0
25479,509580,345,12.4,12.4,21.0
25499,509980,346,12.58,12.58,21.0
25516,510320,347,12.6,12.6,21.0
25667,513340,348,12.75,12.75,21.0
25755,515100,349,12.93,12.93,21.0
25938,518760,350,13.04,13.04,21.0
26036,520720,351,13.17,13.17,21.0
26154,523080,352,13.22,13.22,21.0
26187,523740,353,13.24,13.24,21.0
26263,525260,354,13.38,13.38,21.0
26270,525400,355,13.38,13.38,21.0
26388,527760,356,13.58,13.58,21.0
26404,528080,357,13.59,13.59,21.0
26594,531880,358,13.53,13.59,21.0
26938,538760,359,13.63,13.63,21.0
27032,540640,360,13.65,13.65,21.0
27116,542320,361,13.69,13.69,21.0
27191,543820,362,13.8,13.8,21.0
27214,544280,363,13.86,13.86,21.0
27376,547520,364,14.0,14.0,21.0
27377,547540,365,14.03,14.03,21.0
27481,549620,366,13.98,14.03,21.0
27577,551540,367,14.0,14.03,21.0
27647,552940,368,14.01,14.03,21.0
27702,554040,369,14.06,14.06,21.0
27958,559160,370,14.03,14.06,21.0
28012,560240,371,14.08,14.08,21.0
28112,562240,372,14.09,14.09,21.0
28200,564000,373,14.16,14.16,21.0
28218,564360,374,14.18,14.18,21.0
28376,567520,375,14.12,14.18,21.0
28388,567760,376,14.11,14.18,21.0
28398,567960,377,14.16,14.18,21.0
28453,569060,378,14.15,14.18,21.0
28889,577780,379,14.26,14.26,21.0
28984,579680,380,14.34,14.34,21.0
29000,580000,381,14.45,14.45,21.0
29059,581180,382,14.61,14.61,21.0
29127,582540,383,14.63,14.63,21.0
29168,583360,384,14.68,14.68,21.0
29263,585260,385,14.78,14.78,21.0
29481,589620,386,14.74,14.78,21.0
29615,592300,387,14.72,14.78,21.0
29688,593760,388,14.74,14.78,21.0
30028,600560,389,14.69,14.78,21.0
30041,600820,390,14.78,14.78,21.0
30108,602160,391,14.74,14.78,21.0
30123,602460,392,14.76,14.78,21.0
30166,603320,393,14.78,14.78,21.0
30203,604060,394,14.79,14.79,21.0
30237,604740,395,14.88,14.88,21.0
30315,606300,397,14.86,14.88,21.0
30332,606640,398,14.92,14.92,21.0
30865,617300,399,14.95,14.95,21.0
30894,617880,400,15.05,15.05,21.0
30929,618580,401,15.07,15.07,21.0
30978,619560,402,15.11,15.11,21.0
31005,620100,403,15.12,15.12,21.0
31038,620760,404,15.09,15.12,21.0
31054,621080,405,15.09,15.12,21.0
31109,622180,406,15.13,15.13,21.0
31290,625800,407,15.12,15.13,21.0
31378,627560,408,15.24,15.24,21.0
31655,633100,409,15.36,15.36,21.0
31668,633360,410,15.44,15.44,21.0
31735,634700,411,15.51,15.51,21.0
31793,635860,412,15.57,15.57,21.0
31830,636600,413,15.6,15.6,21.0
31864,637280,414,15.67,15.67,21.0
31902,638040,415,15.7,15.7,21.0
31941,638820,416,15.77,15.77,21.0
31942,638840,417,15.81,15.81,21.0
32046,640920,418,15.86,15.86,21.0
32492,649840,419,15.89,15.89,21.0
32555,651100,420,15.92,15.92,21.0
32605,652100,421,15.96,15.96,21.0
32619,652380,422,16.0,16.0,21.0
32632,652640,423,16.09,16.09,21.0
32665,653300,424,16.15,16.15,21.0
32681,653620,425,16.23,16.23,21.0
32736,654720,426,16.3,16.3,21.0
32918,658360,427,16.32,16.32,21.0
33005,660100,428,16.43,16.43,21.0
33282,665640,429,16.48,16.48,21.0
33295,665900,430,16.57,16.57,21.0
33419,668380,431,16.64,16.64,21.0
33420,668400,432,16.67,16.67,21.0
33473,669460,433,16.77,16.77,21.0
33491,669820,434,16.91,16.91,21.0
33529,670580,435,17.02,17.02,21.0
33568,671360,436,17.09,17.09,21.0
33569,671380,437,17.14,17.14,21.0
33672,673440,438,17.2,17.2,21.0
34180,683600,439,17.33,17.33,21.0
34182,683640,440,17.4,17.4,21.0
34233,684660,441,17.47,17.47,21.0
34246,684920,442,17.49,17.49,21.0
34308,686160,443,17.57,17.57,21.0
34313,686260,444,17.69,17.69,21.0
34362,687240,445,17.79,17.79,21.0
34390,687800,446,17.82,17.82,21.0
34565,691300,447,17.94,17.94,21.0
34632,692640,448,17.99,17.99,21.0
34922,698440,449,18.04,18.04,21.0
34975,699500,450,18.06,18.06,21.0
35046,700920,451,18.12,18.12,21.0
35047,700940,452,18.16,18.16,21.0
35100,702000,453,18.32,18.32,21.0
35118,702360,454,18.35,18.35,21.0
35156,703120,455,18.4,18.4,21.0
35196,703920,456,18.47,18.47,21.0
35211,704220,457,18.51,18.51,21.0
35300,706000,458,18.62,18.62,21.0
35807,716140,459,18.64,18.64,21.0
35809,716180,460,18.71,18.71,21.0
35860,717200,461,18.76,18.76,21.0
35894,717880,462,18.77,18.77,21.0
35935,718700,463,18.8,18.8,21.0
35940,718800,464,18.83,18.83,21.0
36027,720540,465,18.84,18.84,21.0
36098,721960,466,18.93,18.93,21.0
36192,723840,467,18.94,18.94,21.0
36260,725200,468,19.01,19.01,21.0
36549,730980,469,19.04,19.04,21.0
36602,732040,470,19.09,19.09,21.0
36673,733460,471,19.13,19.13,21.0
36674,733480,472,19.22,19.22,21.0
36745,734900,473,19.28,19.28,21.0
36783,735660,474,19.35,19.35,21.0
36823,736460,475,19.45,19.45,21.0
36836,736720,476,19.48,19.48,21.0
36838,736760,477,19.55,19.55,21.0
36927,738540,478,19.56,19.56,21.0
37434,748680,479,19.57,19.57,21.0
37436,748720,480,19.65,19.65,21.0
37486,749720,481,19.66,19.66,21.0
37521,750420,482,19.68,19.68,21.0
37562,751240,483,19.7,19.7,21.0
37567,751340,484,19.79,19.79,21.0
37690,753800,485,19.78,19.79,21.0
37724,754480,486,19.88,19.88,21.0
37819,756380,487,19.94,19.94,21.0
37887,757740,488,20.01,20.01,21.0
38175,763500,489,20.14,20.14,21.0
38229,764580,490,20.16,20.16,21.0
38300,766000,491,20.24,20.24,21.0
38301,766020,492,20.29,20.29,21.0
38371,767420,493,20.32,20.32,21.0
38410,768200,494,20.36,20.36,21.0
38450,769000,495,20.39,20.39,21.0
38463,769260,496,20.41,20.41,21.0
38464,769280,497,20.47,20.47,21.0
38554,771080,498,20.55,20.55,21.0
39063,781260,499,20.59,20.59,21.0
39113,782260,500,20.62,20.62,21.0
39121,782420,501,20.67,20.67,21.0
39148,782960,502,20.69,20.69,21.0
39189,783780,503,20.71,20.71,21.0
39194,783880,504,20.76,20.76,21.0
39317,786340,505,20.83,20.83,21.0
39366,787320,506,20.82,20.83,21.0
39446,788920,507,20.83,20.83,21.0
39611,792220,508,20.84,20.84,21.0
39803,796060,509,20.84,20.84,21.0
39998,799960,510,20.84,20.84,21.0
40008,800160,511,20.83,20.84,21.0
40013,800260,512,20.81,20.84,21.0
40037,800740,513,20.81,20.84,21.0
40080,801600,514,20.77,20.84,21.0
40181,803620,515,20.78,20.84,21.0
40199,803980,516,20.77,20.84,21.0
40227,804540,517,20.74,20.84,21.0
40258,805160,518,20.72,20.84,21.0
40690,813800,519,20.72,20.84,21.0
40748,814960,520,20.72,20.84,21.0
40775,815500,521,20.72,20.84,21.0
40816,816320,522,20.73,20.84,21.0
40865,817300,523,20.72,20.84,21.0
40935,818700,524,20.66,20.84,21.0
41025,820500,525,20.65,20.84,21.0
41073,821460,526,20.65,20.84,21.0
41098,821960,527,20.62,20.84,21.0
41238,824760,528,20.62,20.84,21.0
41508,830160,529,20.61,20.84,21.0
41625,832500,530,20.61,20.84,21.0
41656,833120,531,20.61,20.84,21.0
41664,833280,532,20.61,20.84,21.0
41703,834060,533,20.59,20.84,21.0
41772,835440,534,20.58,20.84,21.0
41826,836520,535,20.58,20.84,21.0
41875,837500,536,20.57,20.84,21.0
41885,837700,537,20.57,20.84,21.0
42004,840080,538,20.5,20.84,21.0
42317,846340,539,20.5,20.84,21.0
42423,848460,540,20.49,20.84,21.0
42492,849840,541,20.49,20.84,21.0
42562,851240,542,20.49,20.84,21.0
42568,851360,543,20.45,20.84,21.0
42574,851480,544,20.43,20.84,21.0
42652,853040,545,20.43,20.84,21.0
42749,854980,546,20.43,20.84,21.0
42833,856660,547,20.43,20.84,21.0
42865,857300,548,20.43,20.84,21.0
