iteration,steps,episode,avg_score,best_avg_score,best_score
25861,517220,356,13.55,13.55,20.0
26015,520300,357,13.61,13.61,20.0
26074,521480,358,13.68,13.68,20.0
26091,521820,359,13.77,13.77,20.0
26109,522180,360,13.86,13.86,20.0
26266,525320,361,13.92,13.92,20.0
26382,527640,362,13.97,13.97,20.0
26414,528280,363,13.99,13.99,20.0
26617,532340,364,14.03,14.03,20.0
26795,535900,365,14.1,14.1,20.0
26816,536320,366,14.1,14.1,20.0
27235,544700,367,14.11,14.11,20.0
27249,544980,368,14.11,14.11,20.0
27370,547400,369,14.1,14.11,20.0
27490,549800,370,14.19,14.19,20.0
27548,550960,371,14.18,14.19,20.0
27556,551120,372,14.16,14.19,20.0
27649,552980,373,14.2,14.2,20.0
27698,553960,374,14.19,14.2,20.0
27806,556120,375,14.17,14.2,20.0
27908,558160,376,14.18,14.2,20.0
28012,560240,377,14.18,14.2,20.0
28159,563180,378,14.19,14.2,20.0
28169,563380,379,14.2,14.2,20.0
28187,563740,380,14.26,14.26,20.0
28228,564560,381,14.3,14.3,20.0
28310,566200,382,14.29,14.3,20.0
28370,567400,383,14.27,14.3,20.0
28514,570280,384,14.34,14.34,20.0
28757,575140,385,14.38,14.38,20.0
28844,576880,386,14.34,14.38,20.0
29211,584220,387,14.38,14.38,20.0
29286,585720,388,14.38,14.38,20.0
29361,587220,389,14.38,14.38,20.0
29539,590780,390,14.34,14.38,20.0
29616,592320,391,14.31,14.38,20.0
29649,592980,392,14.32,14.38,20.0
29703,594060,393,14.36,14.38,20.0
29823,596460,394,14.31,14.38,20.0
29925,598500,395,14.33,14.38,20.0
29975,599500,396,14.39,14.39,20.0
30083,601660,397,14.34,14.39,20.0
30134,602680,398,14.38,14.39,20.0
30306,606120,399,14.4,14.4,20.0
30326,606520,400,14.31,14.4,20.0
30341,606820,401,14.38,14.4,20.0
30350,607000,402,14.35,14.4,20.0
30388,607760,403,14.32,14.4,20.0
30576,611520,404,14.35,14.4,20.0
30691,613820,405,14.39,14.4,20.0
30865,617300,406,14.38,14.4,20.0
30953,619060,407,14.41,14.41,20.0
31003,620060,408,14.41,14.41,20.0
31066,621320,409,14.44,14.44,20.0
31294,625880,410,14.53,14.53,21.0
31367,627340,411,14.56,14.56,21.0
31369,627380,412,14.61,14.61,21.0
31440,628800,413,14.63,14.63,21.0
31499,629980,414,14.67,14.67,21.0
31552,631040,415,14.69,14.69,21.0
31602,632040,416,14.75,14.75,21.0
31811,636220,417,14.83,14.83,21.0
31835,636700,418,14.84,14.84,21.0
31977,639540,419,14.95,14.95,21.0
31982,639640,420,15.0,15.0,21.0
31994,639880,421,15.07,15.07,21.0
32015,640300,422,15.16,15.16,21.0
32103,642060,423,15.2,15.2,21.0
32268,645360,424,15.28,15.28,21.0
32397,647940,425,15.37,15.37,21.0
32492,649840,426,15.41,15.41,21.0
32576,651520,427,15.44,15.44,21.0
32674,653480,428,15.52,15.52,21.0
32693,653860,429,15.6,15.6,21.0
32921,658420,430,15.67,15.67,21.0
32994,659880,431,15.69,15.69,21.0
33142,662840,432,15.74,15.74,21.0
33179,663580,433,15.8,15.8,21.0
33211,664220,434,15.84,15.84,21.0
33308,666160,435,15.9,15.9,21.0
33354,667080,436,15.93,15.93,21.0
33438,668760,437,16.02,16.02,21.0
33572,671440,438,16.14,16.14,21.0
33609,672180,439,16.21,16.21,21.0
33670,673400,440,16.25,16.25,21.0
33730,674600,441,16.28,16.28,21.0
33765,675300,442,16.33,16.33,21.0
33883,677660,443,16.36,16.36,21.0
33971,679420,444,16.37,16.37,21.0
34020,680400,445,16.47,16.47,21.0
34144,682880,446,16.51,16.51,21.0
34264,685280,447,16.6,16.6,21.0
34406,688120,448,16.64,16.64,21.0
34589,691780,449,16.68,16.68,21.0
34621,692420,450,16.73,16.73,21.0
34633,692660,451,16.79,16.79,21.0
34769,695380,452,16.87,16.87,21.0
34806,696120,453,16.95,16.95,21.0
34881,697620,454,17.01,17.01,21.0
35043,700860,455,17.08,17.08,21.0
35065,701300,456,17.11,17.11,21.0
35149,702980,457,17.15,17.15,21.0
35235,704700,458,17.23,17.23,21.0
35297,705940,459,17.28,17.28,21.0
35327,706540,460,17.31,17.31,21.0
35422,708440,461,17.37,17.37,21.0
35509,710180,462,17.41,17.41,21.0
35510,710200,463,17.49,17.49,21.0
35647,712940,464,17.55,17.55,21.0
35699,713980,465,17.63,17.63,21.0
35771,715420,466,17.76,17.76,21.0
36033,720660,467,17.87,17.87,21.0
36089,721780,468,17.95,17.95,21.0
36215,724300,469,18.01,18.01,21.0
36248,724960,470,18.02,18.02,21.0
36276,725520,471,18.08,18.08,21.0
36392,727840,472,18.11,18.11,21.0
36477,729540,473,18.15,18.15,21.0
36604,732080,474,18.16,18.16,21.0
36670,733400,475,18.27,18.27,21.0
36692,733840,476,18.33,18.33,21.0
36863,737260,477,18.39,18.39,21.0
36901,738020,478,18.45,18.45,21.0
36953,739060,479,18.51,18.51,21.0
37049,740980,480,18.55,18.55,21.0
37104,742080,481,18.57,18.57,21.0
37137,742740,482,18.65,18.65,21.0
37232,744640,483,18.71,18.71,21.0
37274,745480,484,18.77,18.77,21.0
37326,746520,485,18.82,18.82,21.0
37399,747980,486,18.9,18.9,21.0
37716,754320,487,18.96,18.96,21.0
37771,755420,488,19.01,19.01,21.0
37842,756840,489,19.07,19.07,21.0
37903,758060,490,19.15,19.15,21.0
37953,759060,491,19.23,19.23,21.0
38019,760380,492,19.3,19.3,21.0
38104,762080,493,19.35,19.35,21.0
38298,765960,494,19.48,19.48,21.0
38307,766140,495,19.53,19.53,21.0
38318,766360,496,19.57,19.57,21.0
38506,770120,497,19.67,19.67,21.0
38528,770560,498,19.74,19.74,21.0
38580,771600,499,19.78,19.78,21.0
38676,773520,500,19.9,19.9,21.0
38731,774620,501,19.95,19.95,21.0
38764,775280,502,20.07,20.07,21.0
38859,777180,503,20.16,20.16,21.0
38953,779060,504,20.25,20.25,21.0
38980,779600,505,20.27,20.27,21.0
39026,780520,506,20.32,20.32,21.0
39342,786840,507,20.33,20.33,21.0
39454,789080,508,20.37,20.37,21.0
39469,789380,509,20.4,20.4,21.0
39530,790600,510,20.4,20.4,21.0
39580,791600,511,20.41,20.41,21.0
39646,792920,512,20.42,20.42,21.0
39732,794640,513,20.46,20.46,21.0
39925,798500,514,20.47,20.47,21.0
39934,798680,515,20.47,20.47,21.0
39945,798900,516,20.47,20.47,21.0
40133,802660,517,20.49,20.49,21.0
40155,803100,518,20.5,20.5,21.0
40207,804140,519,20.5,20.5,21.0
40358,807160,520,20.51,20.51,21.0
40359,807180,521,20.5,20.51,21.0
40408,808160,522,20.5,20.51,21.0
40486,809720,523,20.53,20.53,21.0
40580,811600,524,20.54,20.54,21.0
40606,812120,525,20.55,20.55,21.0
40653,813060,526,20.55,20.55,21.0
40969,819380,527,20.55,20.55,21.0
41081,821620,528,20.56,20.56,21.0
41096,821920,529,20.56,20.56,21.0
41157,823140,530,20.56,20.56,21.0
41207,824140,531,20.56,20.56,21.0
41273,825460,532,20.59,20.59,21.0
41359,827180,533,20.59,20.59,21.0
41552,831040,534,20.6,20.6,21.0
41560,831200,535,20.62,20.62,21.0
41572,831440,536,20.63,20.63,21.0
41760,835200,537,20.63,20.63,21.0
41782,835640,538,20.65,20.65,21.0
41834,836680,539,20.65,20.65,21.0
41985,839700,540,20.66,20.66,21.0
42035,840700,541,20.66,20.66,21.0
42090,841800,542,20.65,20.66,21.0
42113,842260,543,20.66,20.66,21.0
42207,844140,544,20.67,20.67,21.0
42233,844660,545,20.67,20.67,21.0
42280,845600,546,20.67,20.67,21.0
42596,851920,547,20.67,20.67,21.0
42723,854460,548,20.68,20.68,21.0
42762,855240,549,20.68,20.68,21.0
42783,855660,550,20.68,20.68,21.0
42900,858000,551,20.69,20.69,21.0
42921,858420,552,20.67,20.69,21.0
42985,859700,553,20.67,20.69,21.0
43226,864520,554,20.67,20.69,21.0
43296,865920,555,20.67,20.69,21.0
43298,865960,556,20.65,20.69,21.0
43446,868920,557,20.66,20.69,21.0
43460,869200,558,20.66,20.69,21.0
43484,869680,559,20.65,20.69,21.0
43611,872220,560,20.66,20.69,21.0
43661,873220,561,20.67,20.69,21.0
43717,874340,562,20.7,20.7,21.0
43825,876500,563,20.69,20.7,21.0
43834,876680,564,20.69,20.7,21.0
43860,877200,565,20.71,20.71,21.0
43907,878140,566,20.71,20.71,21.0
44223,884460,567,20.71,20.71,21.0
44350,887000,568,20.71,20.71,21.0
44389,887780,569,20.71,20.71,21.0
44409,888180,570,20.71,20.71,21.0
44527,890540,571,20.72,20.72,21.0
44548,890960,572,20.72,20.72,21.0
44733,894660,573,20.73,20.73,21.0
44852,897040,574,20.75,20.75,21.0
45005,900100,575,20.74,20.75,21.0
45021,900420,576,20.73,20.75,21.0
45072,901440,577,20.73,20.75,21.0
45087,901740,578,20.74,20.75,21.0
45111,902220,579,20.74,20.75,21.0
45238,904760,580,20.74,20.75,21.0
45287,905740,581,20.77,20.77,21.0
45365,907300,582,20.76,20.77,21.0
45452,909040,583,20.77,20.77,21.0
45461,909220,584,20.77,20.77,21.0
45504,910080,585,20.77,20.77,21.0
45570,911400,586,20.75,20.77,21.0
45906,918120,587,20.74,20.77,21.0
45977,919540,588,20.75,20.77,21.0
46016,920320,589,20.75,20.77,21.0
46036,920720,590,20.75,20.77,21.0
46154,923080,591,20.76,20.77,21.0
46175,923500,592,20.76,20.77,21.0
46359,927180,593,20.76,20.77,21.0
46480,929600,594,20.76,20.77,21.0
46648,932960,595,20.78,20.78,21.0
46699,933980,596,20.78,20.78,21.0
46715,934300,597,20.79,20.79,21.0
46718,934360,598,20.78,20.79,21.0
46738,934760,599,20.78,20.79,21.0
46865,937300,600,20.78,20.79,21.0
46914,938280,601,20.78,20.79,21.0
46992,939840,602,20.78,20.79,21.0
47079,941580,603,20.78,20.79,21.0
47088,941760,604,20.78,20.79,21.0
47131,942620,605,20.79,20.79,21.0
47197,943940,606,20.79,20.79,21.0
47533,950660,607,20.79,20.79,21.0
47604,952080,608,20.8,20.8,21.0
47643,952860,609,20.8,20.8,21.0
47662,953240,610,20.8,20.8,21.0
47781,955620,611,20.8,20.8,21.0
47861,957220,612,20.78,20.8,21.0
47986,959720,613,20.78,20.8,21.0
48107,962140,614,20.78,20.8,21.0
48275,965500,615,20.78,20.8,21.0
48326,966520,616,20.78,20.8,21.0
48342,966840,617,20.78,20.8,21.0
48344,966880,618,20.78,20.8,21.0
48364,967280,619,20.78,20.8,21.0
48492,969840,620,20.78,20.8,21.0
48541,970820,621,20.79,20.8,21.0
48619,972380,622,20.79,20.8,21.0
48706,974120,623,20.79,20.8,21.0
48715,974300,624,20.79,20.8,21.0
48758,975160,625,20.79,20.8,21.0
48824,976480,626,20.79,20.8,21.0
49160,983200,627,20.79,20.8,21.0
49231,984620,628,20.79,20.8,21.0
49272,985440,629,20.79,20.8,21.0
49289,985780,630,20.79,20.8,21.0
49407,988140,631,20.79,20.8,21.0
49613,992260,632,20.79,20.8,21.0
49628,992560,633,20.75,20.8,21.0
49735,994700,634,20.75,20.8,21.0
49953,999060,635,20.75,20.8,21.0
49972,999440,636,20.75,20.8,21.0
49978,999560,637,20.74,20.8,21.0
49991,999820,638,20.74,20.8,21.0
50007,1000140,639,20.73,20.8,21.0
50119,1002380,640,20.73,20.8,21.0
50168,1003360,641,20.73,20.8,21.0
50246,1004920,642,20.75,20.8,21.0
50333,1006660,643,20.75,20.8,21.0
50342,1006840,644,20.75,20.8,21.0
50385,1007700,645,20.75,20.8,21.0
50451,1009020,646,20.75,20.8,21.0
50787,1015740,647,20.75,20.8,21.0
50858,1017160,648,20.75,20.8,21.0
50899,1017980,649,20.76,20.8,21.0
50916,1018320,650,20.76,20.8,21.0
